,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
30,5,1,2,,4,3,5,,2,3,3,,3,3,1,,4,4,2,,1,3,4,
31,1,4,4,,5,3,4,,2,3,5,,2,2,1,,4,3,2,,2,3,5,
32,3,2,1,,3,3,1,,4,3,5,,3,1,3,,4,1,3,,1,3,3,
33,2,1,5,,5,3,2,,2,1,1,,4,2,2,,3,5,2,,4,1,1,
34,2,3,2,,2,5,5,,5,2,3,,1,3,3,,1,5,3,,1,3,3,
35,5,2,4,,2,3,2,,5,5,4,,1,4,5,,5,1,2,,5,3,2,
36,4,2,2,,5,1,3,,5,5,2,,5,1,2,,5,2,3,,2,4,2,
37,5,2,2,,3,3,2,,3,2,1,,4,5,4,,2,2,2,,4,3,2,
38,4,2,4,,4,3,4,,3,3,1,,1,3,3,,1,2,5,,3,3,2,
39,1,2,1,,3,3,3,,5,4,5,,4,2,4,,2,1,4,,5,3,1,
40,1,1,1,,2,3,1,,3,1,2,,5,3,3,,2,2,5,,5,3,5,
41,1,2,3,,3,3,5,,3,3,5,,2,3,5,,1,2,4,,1,3,2,
42,5,5,4,,2,5,5,,2,3,1,,1,3,2,,1,3,2,,4,2,3,
43,1,5,5,,3,5,5,,4,3,3,,5,1,1,,1,2,5,,3,3,2,
44,3,4,5,,3,3,3,,1,4,5,,4,5,5,,5,3,3,,3,5,2,
45,1,3,3,,3,2,2,,1,3,2,,4,5,4,,1,3,2,,4,2,4,
46,1,2,3,,3,2,2,,2,2,2,,3,4,2,,5,2,3,,1,3,3,
47,2,5,2,,3,3,5,,2,2,3,,1,4,1,,1,4,3,,5,2,5,
48,2,2,4,,5,4,2,,3,2,5,,1,5,2,,2,3,3,,2,4,5,
49,2,1,2,,2,1,1,,3,4,4,,2,4,2,,2,5,5,,3,2,2,
50,1,4,1,,1,3,3,,1,3,2,,5,3,3,,3,1,3,,3,3,1,
51,2,2,2,,3,5,4,,4,2,5,,5,2,2,,4,5,5,,5,3,3,
52,3,4,5,,4,3,2,,3,5,4,,3,4,4,,5,2,5,,3,3,2,
53,2,1,2,,2,3,3,,4,4,5,,2,5,3,,5,1,3,,4,2,5,
54,4,3,1,,4,1,2,,2,2,3,,2,2,2,,4,3,4,,2,2,5,
55,2,3,1,,1,2,1,,2,2,2,,2,3,5,,1,3,5,,1,4,3,
56,2,3,2,,1,4,5,,4,1,4,,1,1,3,,2,5,4,,3,5,1,
57,1,2,3,,2,2,3,,5,3,4,,2,2,4,,2,4,1,,2,3,3,
58,5,2,2,,5,3,3,,4,5,5,,2,5,1,,1,5,1,,4,4,1,
59,3,4,5,,1,3,5,,3,2,3,,2,3,1,,5,3,4,,3,3,4,
60,1,1,1,,4,2,4,,2,4,1,,3,2,1,,1,2,1,,5,3,3,
61,4,5,1,,2,3,4,,2,5,5,,3,3,2,,5,3,4,,1,1,5,
62,5,3,1,,3,2,3,,2,5,2,,5,2,3,,2,4,1,,2,2,5,
63,1,1,1,,3,5,5,,3,1,3,,5,2,1,,2,2,1,,2,1,4,
64,3,2,1,,1,4,3,,3,3,3,,1,4,1,,1,2,4,,1,3,3,
65,1,5,5,,1,3,2,,4,3,2,,3,2,3,,1,2,2,,5,2,4,
66,3,2,1,,1,5,3,,5,5,4,,1,4,4,,5,2,5,,1,5,2,
67,5,4,3,,1,4,2,,1,5,2,,5,3,1,,1,3,5,,3,3,2,
68,4,2,1,,2,3,5,,4,3,3,,4,3,1,,3,3,1,,2,3,3,
69,3,3,4,,4,2,2,,2,2,4,,1,3,5,,1,5,2,,5,2,1,
70,4,4,1,,1,2,4,,4,3,1,,5,3,2,,5,2,5,,5,5,5,
71,2,2,2,,2,5,5,,5,1,3,,1,1,3,,3,3,3,,4,1,2,
72,4,5,5,,2,3,2,,5,5,4,,1,3,4,,5,5,5,,4,4,2,
73,3,3,2,,1,5,4,,1,2,2,,1,5,2,,1,3,5,,5,2,2,
74,1,1,2,,2,4,5,,4,5,1,,1,2,3,,3,2,4,,1,5,3,
75,2,5,3,,5,2,4,,5,4,2,,5,1,1,,1,1,2,,2,4,3,
76,3,1,2,,4,1,4,,3,1,3,,1,3,3,,4,1,1,,1,5,1,
77,4,4,5,,2,1,3,,3,3,3,,1,2,1,,1,4,5,,2,2,3,
78,2,4,3,,1,4,4,,5,3,5,,3,4,1,,1,1,1,,5,5,4,
79,5,5,2,,1,4,3,,1,2,4,,5,3,4,,5,3,3,,2,4,1,
80,3,4,5,,3,5,5,,3,5,2,,4,2,5,,2,2,2,,1,1,5,
81,5,5,3,,2,4,3,,5,1,3,,3,1,3,,1,2,3,,4,2,3,
82,5,5,1,,3,4,1,,2,3,1,,5,2,3,,4,3,3,,3,4,1,
83,5,4,3,,5,4,1,,3,3,3,,3,3,2,,1,2,2,,5,1,2,
84,2,2,3,,3,1,4,,3,2,4,,3,4,3,,4,3,1,,2,1,2,
85,2,4,4,,3,1,1,,5,1,3,,4,5,2,,1,2,1,,3,5,3,
86,1,3,3,,3,3,3,,3,5,1,,5,5,2,,5,3,4,,2,4,2,
87,1,2,4,,5,1,5,,3,3,2,,3,1,3,,2,1,3,,3,5,2,
88,4,1,1,,1,3,5,,3,4,2,,3,1,4,,5,3,1,,4,1,3,
89,4,5,2,,3,2,2,,1,1,5,,2,5,3,,5,5,2,,2,2,3,
90,4,3,1,,3,2,3,,5,3,1,,5,1,2,,2,2,1,,3,4,2,
91,1,,2,,2,,2,,5,,5,,5,,5,,1,,5,,3,,3,
92,4,,2,,1,,3,,1,,2,,4,,3,,1,,5,,1,,1,
93,3,,3,,5,,5,,3,,3,,1,,3,,1,,1,,1,,4,
94,2,,4,,2,,3,,1,,5,,1,,3,,2,,3,,3,,2,
95,3,,1,,5,,3,,2,,3,,4,,2,,5,,5,,2,,5,
96,5,,3,,4,,3,,4,,1,,5,,2,,5,,4,,3,,5,
97,1,,5,,4,,3,,4,,2,,1,,5,,5,,3,,5,,1,
98,3,,2,,5,,5,,5,,2,,2,,3,,4,,5,,4,,3,
99,2,,3,,2,,5,,1,,3,,1,,2,,5,,2,,5,,1,
100,4,,5,,4,,3,,2,,2,,3,,4,,1,,3,,5,,3,
101,,,2,,,,3,,,,4,,,,2,,,,1,,,,2,
102,,,2,,,,5,,,,1,,,,5,,,,1,,,,2,
103,,,4,,,,5,,,,3,,,,5,,,,3,,,,5,
104,,,4,,,,3,,,,5,,,,3,,,,2,,,,2,
105,,,4,,,,5,,,,1,,,,3,,,,5,,,,3,
106,,,2,,,,1,,,,2,,,,4,,,,1,,,,4,
107,,,1,,,,1,,,,1,,,,3,,,,2,,,,5,
108,,,2,,,,3,,,,1,,,,5,,,,3,,,,1,
109,,,3,,,,3,,,,3,,,,2,,,,1,,,,3,
110,,,4,,,,3,,,,2,,,,4,,,,2,,,,2,
111,,,1,,,,4,,,,4,,,,5,,,,2,,,,4,
112,,,3,,,,2,,,,5,,,,1,,,,1,,,,4,
113,,,2,,,,3,,,,1,,,,1,,,,4,,,,1,
114,,,5,,,,1,,,,2,,,,2,,,,5,,,,2,
115,,,3,,,,4,,,,3,,,,3,,,,4,,,,4,
116,,,2,,,,5,,,,2,,,,2,,,,2,,,,4,
117,,,2,,,,3,,,,4,,,,3,,,,3,,,,1,
118,,,2,,,,4,,,,3,,,,5,,,,4,,,,1,
119,,,3,,,,5,,,,1,,,,2,,,,5,,,,2,
120,,,1,,,,3,,,,3,,,,3,,,,2,,,,3,
121,,,3,,,,2,,,,2,,,,3,,,,2,,,,3,
122,,,5,,,,3,,,,2,,,,3,,,,2,,,,2,
123,,,3,,,,3,,,,2,,,,3,,,,3,,,,1,
124,,,2,,,,2,,,,4,,,,4,,,,4,,,,3,
125,,,5,,,,2,,,,2,,,,2,,,,2,,,,5,
126,,,3,,,,3,,,,3,,,,3,,,,1,,,,5,
127,,,2,,,,3,,,,3,,,,2,,,,3,,,,4,
128,,,2,,,,5,,,,3,,,,3,,,,1,,,,3,
129,,,3,,,,4,,,,1,,,,5,,,,2,,,,4,
130,,,2,,,,2,,,,3,,,,1,,,,4,,,,4,
131,,,4,,,,3,,,,2,,,,4,,,,3,,,,1,
132,,,2,,,,3,,,,3,,,,5,,,,2,,,,5,
133,,,2,,,,2,,,,4,,,,1,,,,2,,,,1,
134,,,5,,,,3,,,,5,,,,2,,,,5,,,,1,
135,,,2,,,,3,,,,5,,,,3,,,,2,,,,2,
136,,,3,,,,3,,,,2,,,,4,,,,2,,,,4,
137,,,2,,,,2,,,,4,,,,3,,,,1,,,,1,
138,,,4,,,,2,,,,5,,,,1,,,,2,,,,2,
139,,,2,,,,2,,,,2,,,,3,,,,1,,,,1,
140,,,3,,,,3,,,,1,,,,5,,,,3,,,,1,
