,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
19,3,3,3,1,3,5,5,3,2,5,3,4,3,2,3,2,3,2,3,2,2,5,2,3
20,1,5,3,5,2,3,1,2,2,5,2,1,1,5,5,1,3,2,4,2,2,5,1,2
21,4,2,2,,3,2,3,,1,3,5,,1,3,4,,3,2,1,,5,2,4,
22,2,2,4,,1,2,2,,4,4,1,,1,2,2,,3,2,2,,5,3,4,
23,2,2,1,,3,2,4,,5,2,1,,5,2,4,,2,2,4,,2,2,3,
24,2,2,5,,2,2,5,,2,3,5,,5,2,1,,4,2,2,,2,1,4,
25,2,3,3,,4,2,4,,2,2,5,,4,2,3,,1,2,4,,1,2,5,
26,4,3,2,,4,3,2,,1,2,1,,3,3,4,,4,2,1,,4,1,3,
27,1,3,3,,2,4,1,,5,3,1,,5,2,4,,5,2,2,,5,3,1,
28,3,2,4,,2,1,2,,1,2,4,,1,2,4,,2,1,5,,3,1,4,
29,3,4,3,,5,3,3,,1,2,3,,4,2,2,,3,2,3,,2,3,1,
30,5,5,2,,4,1,5,,5,3,5,,3,3,5,,4,4,4,,1,2,3,
31,1,1,3,,5,2,4,,4,2,3,,4,1,3,,4,4,5,,2,2,5,
32,3,1,4,,5,3,1,,4,2,4,,4,2,3,,4,2,1,,2,2,3,
33,2,1,5,,5,3,2,,2,1,1,,4,5,2,,1,3,2,,4,2,1,
34,5,2,5,,2,5,5,,5,1,2,,1,2,2,,1,5,5,,1,2,3,
35,4,1,2,,2,2,1,,5,2,3,,1,4,2,,5,3,2,,5,2,1,
36,4,3,2,,5,3,2,,5,2,5,,1,5,2,,5,1,3,,2,4,2,
37,5,1,2,,3,4,2,,1,2,2,,5,1,4,,3,3,2,,4,3,3,
38,2,2,1,,1,2,3,,3,3,1,,1,2,3,,1,2,3,,3,3,2,
39,4,2,1,,4,2,1,,4,4,5,,4,2,4,,5,5,4,,2,3,1,
40,1,1,1,,5,2,1,,3,3,1,,3,2,3,,5,2,5,,5,2,1,
41,1,4,2,,3,3,2,,5,2,4,,3,2,4,,1,2,4,,3,2,3,
42,5,4,4,,2,2,1,,1,2,1,,1,2,3,,1,2,2,,4,2,5,
43,1,5,4,,3,5,5,,1,2,4,,5,4,2,,2,1,2,,3,3,1,
44,3,4,5,,2,3,3,,3,3,3,,4,5,2,,5,3,3,,3,5,4,
45,4,5,4,,3,2,5,,1,2,5,,5,5,4,,3,2,3,,4,2,4,
46,1,2,4,,3,4,2,,2,2,2,,2,4,3,,5,2,1,,4,1,3,
47,2,5,2,,3,4,2,,2,4,4,,4,4,4,,2,2,2,,2,2,3,
48,2,2,3,,5,4,2,,1,2,5,,4,2,1,,2,2,4,,5,1,5,
49,2,3,2,,2,2,1,,4,2,4,,3,5,5,,2,1,2,,3,3,2,
50,1,5,2,,1,3,3,,2,3,2,,5,3,2,,3,1,3,,3,4,3,
51,4,2,2,,3,5,4,,1,2,5,,5,2,3,,3,5,4,,5,3,3,
52,3,5,2,,4,3,1,,5,5,4,,3,3,1,,5,4,5,,3,1,2,
53,2,5,3,,3,2,4,,4,1,5,,3,4,1,,5,2,3,,4,2,5,
54,4,2,4,,4,2,4,,2,1,2,,2,2,3,,4,2,4,,3,2,5,
55,2,5,2,,1,5,1,,2,4,3,,2,2,5,,1,3,5,,5,2,3,
56,2,4,2,,1,5,3,,4,4,3,,1,2,3,,2,4,4,,1,2,1,
57,1,5,3,,2,1,3,,5,4,1,,2,5,4,,2,3,2,,4,2,5,
58,5,5,2,,5,3,3,,4,4,5,,2,2,2,,1,2,2,,4,4,1,
59,3,2,2,,1,1,1,,2,4,3,,2,1,3,,1,5,4,,3,3,4,
60,3,3,4,,2,2,4,,2,1,2,,3,5,3,,2,1,1,,5,3,3,
61,4,4,1,,2,1,1,,2,3,5,,3,2,4,,5,2,4,,4,1,2,
62,3,5,1,,4,2,3,,2,3,2,,2,2,4,,4,4,1,,2,3,5,
63,1,1,1,,4,5,5,,3,1,3,,3,5,1,,2,5,3,,1,2,3,
64,3,4,1,,1,4,5,,3,3,5,,1,4,1,,3,2,4,,1,3,3,
65,1,5,5,,1,3,2,,4,3,5,,2,2,4,,1,2,2,,2,5,4,
66,2,2,1,,5,5,2,,4,2,3,,3,3,4,,5,2,3,,1,2,1,
67,4,4,3,,1,2,2,,4,5,2,,1,2,1,,1,2,1,,5,5,2,
68,4,4,1,,2,3,4,,1,1,3,,1,4,2,,3,3,1,,2,1,4,
69,1,1,4,,2,2,4,,3,2,4,,1,3,2,,5,5,2,,3,2,3,
70,5,2,5,,5,2,4,,4,3,1,,5,3,1,,2,4,5,,4,4,5,
71,2,2,2,,2,5,4,,5,1,4,,4,2,3,,3,3,5,,4,2,1,
72,3,5,5,,2,3,3,,5,2,4,,1,3,4,,4,2,2,,4,4,2,
73,3,3,2,,1,4,4,,5,5,2,,1,5,5,,3,5,5,,2,5,5,
74,1,1,2,,2,1,3,,1,5,2,,1,2,3,,3,2,4,,1,5,2,
75,4,4,3,,2,1,4,,5,5,1,,2,1,1,,4,4,2,,4,4,3,
76,5,1,3,,4,1,4,,3,2,1,,5,2,3,,4,3,1,,1,1,2,
77,4,3,1,,3,5,3,,5,3,3,,1,2,1,,1,4,5,,4,2,2,
78,5,4,3,,2,1,4,,5,3,5,,4,4,2,,1,1,3,,3,5,4,
79,2,1,2,,1,1,3,,1,2,4,,2,3,5,,3,3,3,,2,2,1,
80,2,2,4,,3,5,5,,3,2,3,,3,2,3,,3,3,2,,2,1,5,
81,5,5,3,,3,4,3,,1,5,3,,1,4,3,,2,2,2,,4,3,3,
82,3,1,1,,2,1,1,,2,4,5,,5,4,3,,4,4,3,,3,4,2,
83,5,4,3,,5,4,2,,3,4,1,,1,5,3,,1,2,2,,2,1,2,
84,2,2,1,,1,1,4,,3,5,3,,5,5,3,,4,3,2,,4,5,1,
85,3,2,4,,5,1,4,,3,1,5,,5,5,3,,1,2,3,,1,5,1,
86,3,3,4,,3,1,2,,3,5,1,,5,3,4,,5,3,4,,2,2,2,
87,1,2,3,,5,1,2,,3,4,2,,3,3,3,,3,1,5,,3,1,2,
88,4,2,3,,1,2,5,,5,4,4,,3,1,4,,4,3,5,,4,1,3,
89,2,3,2,,3,3,2,,1,2,5,,2,5,3,,3,5,2,,5,2,2,
90,4,2,1,,3,2,3,,5,3,2,,5,1,2,,1,4,1,,2,2,2,
91,2,,4,,2,,3,,3,,3,,1,,5,,1,,4,,1,,2,
92,4,,2,,1,,3,,3,,1,,5,,3,,3,,2,,1,,1,
93,3,,3,,5,,5,,1,,3,,3,,2,,3,,4,,1,,4,
94,1,,1,,2,,3,,1,,5,,1,,4,,2,,3,,4,,1,
95,4,,4,,2,,4,,2,,2,,5,,2,,4,,5,,2,,5,
96,5,,3,,2,,3,,4,,3,,2,,5,,1,,4,,3,,2,
97,5,,3,,4,,3,,5,,2,,1,,5,,4,,3,,5,,1,
98,4,,2,,5,,5,,5,,2,,4,,3,,4,,5,,4,,4,
99,2,,3,,2,,5,,1,,3,,1,,2,,4,,2,,4,,5,
100,4,,4,,4,,1,,2,,2,,1,,3,,3,,2,,5,,3,
101,,,5,,,,3,,,,5,,,,3,,,,1,,,,4,
102,,,5,,,,5,,,,3,,,,5,,,,1,,,,4,
103,,,3,,,,2,,,,4,,,,4,,,,3,,,,5,
104,,,3,,,,3,,,,3,,,,2,,,,1,,,,2,
105,,,2,,,,4,,,,2,,,,1,,,,3,,,,5,
106,,,2,,,,1,,,,2,,,,4,,,,3,,,,4,
107,,,1,,,,3,,,,1,,,,3,,,,2,,,,1,
108,,,2,,,,5,,,,1,,,,2,,,,2,,,,1,
109,,,1,,,,2,,,,4,,,,4,,,,1,,,,3,
110,,,2,,,,3,,,,1,,,,2,,,,3,,,,2,
111,,,2,,,,3,,,,2,,,,3,,,,1,,,,4,
112,,,2,,,,3,,,,4,,,,1,,,,4,,,,3,
113,,,3,,,,2,,,,1,,,,2,,,,4,,,,3,
114,,,3,,,,5,,,,2,,,,1,,,,4,,,,2,
115,,,1,,,,4,,,,1,,,,2,,,,5,,,,2,
116,,,2,,,,2,,,,2,,,,5,,,,2,,,,3,
117,,,5,,,,2,,,,2,,,,4,,,,3,,,,3,
118,,,2,,,,5,,,,3,,,,5,,,,4,,,,5,
119,,,3,,,,2,,,,2,,,,2,,,,2,,,,2,
120,,,1,,,,1,,,,2,,,,3,,,,2,,,,1,
121,,,2,,,,2,,,,2,,,,2,,,,2,,,,2,
122,,,3,,,,3,,,,5,,,,2,,,,2,,,,2,
123,,,3,,,,3,,,,2,,,,2,,,,5,,,,1,
124,,,3,,,,2,,,,4,,,,4,,,,3,,,,3,
125,,,4,,,,2,,,,2,,,,3,,,,1,,,,5,
126,,,3,,,,4,,,,2,,,,3,,,,4,,,,5,
127,,,2,,,,4,,,,2,,,,4,,,,2,,,,3,
128,,,2,,,,1,,,,3,,,,5,,,,1,,,,3,
129,,,5,,,,4,,,,3,,,,4,,,,2,,,,4,
130,,,3,,,,4,,,,3,,,,5,,,,4,,,,4,
131,,,4,,,,4,,,,3,,,,1,,,,3,,,,1,
132,,,2,,,,2,,,,3,,,,2,,,,5,,,,5,
133,,,2,,,,2,,,,2,,,,1,,,,2,,,,1,
134,,,5,,,,3,,,,4,,,,2,,,,5,,,,5,
135,,,4,,,,2,,,,5,,,,2,,,,3,,,,2,
136,,,1,,,,1,,,,2,,,,3,,,,2,,,,4,
137,,,3,,,,2,,,,4,,,,3,,,,4,,,,4,
138,,,4,,,,3,,,,3,,,,1,,,,1,,,,3,
139,,,2,,,,2,,,,4,,,,2,,,,2,,,,2,
140,,,2,,,,2,,,,1,,,,5,,,,3,,,,1,
