,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
36,4,4,2,,4,4,2,,5,3,4,,5,5,4,,5,2,1,,2,4,2,
37,5,1,2,,3,4,2,,3,4,4,,3,1,4,,2,3,2,,4,4,3,
38,4,4,3,,1,3,4,,3,4,1,,1,4,3,,1,2,4,,3,4,3,
39,4,4,4,,4,3,4,,2,4,4,,4,4,4,,5,5,4,,2,4,3,
40,1,4,1,,4,2,1,,3,1,2,,3,4,4,,4,3,5,,5,3,4,
41,1,4,3,,3,4,4,,4,4,3,,4,3,4,,5,2,4,,3,4,3,
42,4,4,3,,2,2,4,,4,3,1,,2,3,3,,1,3,3,,4,4,4,
43,1,5,4,,3,4,2,,2,3,3,,5,4,4,,2,4,3,,1,3,1,
44,3,4,5,,3,4,3,,1,3,3,,4,5,4,,5,4,4,,3,5,2,
45,1,4,4,,3,4,5,,1,2,4,,5,4,4,,3,4,4,,4,4,4,
46,1,2,4,,4,4,2,,2,2,2,,1,4,2,,5,3,3,,4,2,4,
47,2,4,2,,4,3,2,,2,4,3,,1,4,4,,2,4,4,,1,3,3,
48,2,4,2,,5,4,4,,3,2,5,,2,4,1,,2,4,4,,5,1,5,
49,2,4,2,,2,4,1,,3,4,4,,2,4,4,,2,2,5,,3,3,3,
50,1,1,4,,3,3,3,,2,5,2,,5,3,3,,3,1,3,,3,3,2,
51,4,3,2,,3,4,4,,4,3,5,,5,4,5,,5,2,4,,5,2,3,
52,3,1,5,,4,4,1,,5,4,4,,3,4,4,,5,4,5,,3,1,2,
53,2,1,3,,3,4,4,,4,4,5,,3,5,1,,2,3,3,,4,4,4,
54,4,3,1,,4,2,4,,2,2,3,,2,3,3,,4,4,4,,3,2,4,
55,2,5,1,,1,4,1,,2,1,3,,2,2,5,,1,3,5,,5,2,3,
56,2,3,2,,3,4,3,,4,1,3,,1,1,3,,2,4,1,,1,4,1,
57,1,5,3,,2,4,3,,5,4,4,,2,3,4,,2,3,2,,3,4,1,
58,5,5,3,,2,4,3,,4,5,5,,2,4,2,,1,2,3,,4,4,1,
59,2,3,5,,1,4,4,,4,4,3,,2,2,4,,1,4,4,,4,3,4,
60,3,4,4,,4,2,4,,4,1,2,,4,2,3,,2,2,1,,5,1,3,
61,4,5,1,,2,1,5,,2,4,5,,3,3,4,,5,2,4,,1,5,4,
62,5,5,1,,4,2,4,,1,5,4,,4,2,1,,4,4,1,,4,3,5,
63,1,1,1,,3,5,5,,3,1,4,,3,4,1,,2,2,1,,1,2,4,
64,3,4,1,,4,4,4,,2,4,3,,1,4,1,,3,2,4,,1,3,4,
65,1,4,5,,4,3,2,,4,3,5,,4,2,1,,1,2,2,,2,2,3,
66,2,2,1,,2,5,3,,4,3,3,,3,4,4,,5,2,2,,1,4,2,
67,4,4,4,,1,4,3,,3,5,2,,4,3,1,,1,3,4,,5,3,2,
68,4,3,1,,3,4,4,,1,4,3,,1,2,2,,3,4,1,,2,1,2,
69,3,4,5,,4,2,4,,3,3,4,,1,4,5,,5,4,2,,3,4,1,
70,5,3,1,,5,5,4,,4,3,3,,5,1,4,,4,3,5,,1,4,4,
71,2,4,2,,2,4,4,,5,1,4,,4,2,4,,3,3,5,,1,1,2,
72,4,5,4,,2,4,3,,3,2,4,,4,3,4,,4,5,2,,4,4,4,
73,4,3,2,,1,4,2,,2,3,2,,1,4,2,,3,5,3,,5,4,2,
74,1,1,3,,3,1,2,,1,5,2,,1,2,3,,3,2,4,,1,5,2,
75,2,4,2,,4,1,4,,4,4,3,,4,1,1,,1,4,2,,4,1,3,
76,5,1,3,,4,1,4,,3,4,4,,1,3,3,,1,1,1,,1,5,2,
77,4,4,2,,2,5,3,,5,4,4,,1,2,1,,1,4,5,,4,2,4,
78,3,4,3,,2,2,4,,1,3,5,,5,4,1,,1,1,1,,5,5,4,
79,4,4,2,,1,1,3,,1,4,4,,5,3,5,,5,3,4,,2,4,1,
80,4,3,4,,3,5,5,,1,5,3,,4,2,3,,2,4,2,,5,1,5,
81,5,3,4,,3,4,3,,1,5,5,,1,3,1,,3,2,3,,4,3,3,
82,3,1,1,,2,1,1,,2,4,1,,5,4,3,,4,4,4,,3,4,4,
83,5,4,4,,5,4,3,,3,4,3,,1,5,2,,1,2,2,,3,1,2,
84,2,2,2,,4,1,2,,3,1,4,,5,1,1,,4,3,3,,2,5,2,
85,5,2,2,,5,1,1,,1,1,1,,5,5,3,,1,3,2,,3,5,4,
86,3,3,3,,3,3,3,,3,5,2,,5,3,2,,5,1,3,,2,5,2,
87,1,2,4,,5,1,2,,3,4,3,,3,3,3,,3,1,3,,3,1,2,
88,4,1,1,,1,2,5,,5,4,4,,3,1,4,,4,3,4,,4,1,4,
89,2,1,2,,3,3,2,,3,1,5,,2,5,4,,3,4,2,,3,2,2,
90,4,4,1,,3,2,2,,5,3,2,,5,4,2,,1,4,1,,2,4,2,
91,2,,4,,2,,2,,3,,4,,5,,4,,1,,4,,3,,2,
92,4,,2,,1,,2,,4,,1,,2,,4,,4,,2,,4,,1,
93,3,,4,,5,,5,,1,,4,,4,,2,,4,,4,,1,,4,
94,1,,1,,2,,5,,1,,5,,1,,4,,2,,4,,3,,1,
95,4,,4,,1,,4,,3,,3,,2,,1,,4,,5,,2,,3,
96,5,,4,,2,,3,,4,,1,,5,,2,,1,,4,,3,,2,
97,1,,5,,1,,3,,4,,2,,4,,4,,4,,4,,1,,1,
98,4,,1,,5,,5,,5,,2,,4,,3,,4,,5,,4,,4,
99,2,,3,,2,,5,,1,,1,,1,,2,,4,,1,,4,,1,
100,4,,2,,4,,1,,2,,2,,3,,3,,3,,4,,4,,3,
101,,,4,,,,3,,,,4,,,,3,,,,1,,,,2,
102,,,4,,,,5,,,,1,,,,5,,,,1,,,,4,
103,,,4,,,,2,,,,3,,,,4,,,,3,,,,3,
104,,,4,,,,4,,,,3,,,,3,,,,2,,,,1,
105,,,4,,,,4,,,,1,,,,3,,,,4,,,,4,
106,,,2,,,,1,,,,2,,,,4,,,,3,,,,4,
107,,,1,,,,4,,,,2,,,,4,,,,2,,,,5,
108,,,4,,,,3,,,,4,,,,1,,,,2,,,,1,
109,,,1,,,,4,,,,4,,,,1,,,,1,,,,4,
110,,,2,,,,3,,,,2,,,,3,,,,3,,,,2,
111,,,2,,,,4,,,,3,,,,3,,,,4,,,,1,
112,,,4,,,,4,,,,5,,,,1,,,,5,,,,4,
113,,,4,,,,3,,,,4,,,,4,,,,4,,,,4,
114,,,5,,,,5,,,,5,,,,4,,,,4,,,,2,
115,,,4,,,,4,,,,4,,,,4,,,,3,,,,4,
116,,,2,,,,1,,,,4,,,,4,,,,3,,,,3,
117,,,3,,,,4,,,,4,,,,2,,,,3,,,,5,
118,,,2,,,,3,,,,2,,,,4,,,,4,,,,1,
119,,,3,,,,2,,,,2,,,,2,,,,5,,,,2,
120,,,2,,,,1,,,,4,,,,3,,,,4,,,,2,
121,,,2,,,,2,,,,4,,,,2,,,,2,,,,3,
122,,,3,,,,3,,,,4,,,,2,,,,4,,,,2,
123,,,3,,,,3,,,,2,,,,4,,,,4,,,,2,
124,,,4,,,,4,,,,4,,,,2,,,,4,,,,3,
125,,,4,,,,2,,,,2,,,,4,,,,3,,,,5,
126,,,4,,,,4,,,,4,,,,3,,,,4,,,,5,
127,,,4,,,,3,,,,2,,,,3,,,,4,,,,4,
128,,,2,,,,1,,,,3,,,,5,,,,1,,,,3,
129,,,5,,,,4,,,,2,,,,1,,,,2,,,,4,
130,,,4,,,,4,,,,4,,,,1,,,,4,,,,4,
131,,,4,,,,4,,,,3,,,,1,,,,3,,,,1,
132,,,2,,,,4,,,,3,,,,4,,,,5,,,,5,
133,,,2,,,,2,,,,4,,,,4,,,,2,,,,1,
134,,,5,,,,4,,,,5,,,,2,,,,5,,,,4,
135,,,4,,,,4,,,,4,,,,1,,,,3,,,,3,
136,,,4,,,,2,,,,4,,,,5,,,,2,,,,4,
137,,,2,,,,4,,,,4,,,,4,,,,4,,,,4,
138,,,4,,,,4,,,,3,,,,1,,,,2,,,,3,
139,,,2,,,,2,,,,4,,,,4,,,,4,,,,4,
140,,,4,,,,4,,,,3,,,,1,,,,3,,,,1,
