,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
26,2,3,2,,4,3,2,,1,2,1,,3,3,1,,4,5,1,,4,1,3,
27,1,3,3,,2,4,1,,2,3,1,,5,2,4,,3,3,4,,4,2,1,
28,3,1,5,,2,1,2,,3,1,4,,1,2,4,,3,1,1,,3,1,4,
29,3,1,3,,5,3,4,,5,3,3,,4,3,2,,3,2,3,,2,1,5,
30,3,1,2,,4,1,5,,4,3,4,,3,3,2,,4,1,1,,5,2,3,
31,2,1,4,,5,2,4,,4,2,3,,4,2,1,,4,3,1,,2,2,5,
32,3,1,1,,3,3,1,,4,1,4,,3,1,4,,4,1,3,,3,4,3,
33,2,1,5,,5,1,2,,2,1,1,,1,3,2,,1,3,2,,4,2,4,
34,2,2,5,,2,3,1,,5,1,3,,1,3,2,,1,4,2,,5,1,1,
35,1,2,2,,2,2,1,,5,5,4,,1,2,2,,5,2,3,,5,1,4,
36,3,2,2,,5,1,2,,5,2,3,,1,5,4,,1,2,1,,2,4,5,
37,5,1,2,,3,3,2,,3,2,1,,5,3,4,,3,3,2,,4,4,3,
38,5,3,4,,1,2,1,,3,3,1,,1,3,3,,1,2,3,,3,3,3,
39,4,4,1,,3,3,4,,5,4,5,,4,3,4,,5,5,4,,2,3,1,
40,1,1,1,,5,2,1,,3,3,1,,3,3,3,,4,1,5,,5,5,4,
41,1,2,1,,3,3,4,,4,3,4,,4,1,4,,5,2,3,,2,3,3,
42,4,2,4,,2,3,5,,2,3,1,,4,2,3,,1,1,3,,4,1,5,
43,1,5,5,,3,5,5,,1,1,3,,5,3,5,,2,1,4,,1,3,1,
44,1,4,5,,5,3,3,,3,3,3,,3,5,2,,5,1,4,,3,1,2,
45,1,3,5,,3,1,2,,1,2,4,,4,5,4,,3,2,1,,1,1,4,
46,1,2,4,,3,2,2,,2,3,2,,1,4,3,,5,3,1,,1,2,3,
47,2,4,2,,3,3,2,,2,4,4,,4,4,4,,2,4,3,,1,2,3,
48,2,4,3,,5,4,4,,3,2,4,,2,2,1,,2,2,4,,5,1,5,
49,2,1,2,,2,1,1,,3,4,3,,2,4,4,,2,1,5,,3,3,2,
50,1,2,1,,3,3,3,,2,3,2,,5,2,4,,3,1,2,,3,1,3,
51,4,2,2,,3,4,5,,4,4,5,,5,2,3,,4,3,3,,5,3,1,
52,2,1,4,,4,3,1,,4,1,4,,3,4,4,,5,4,5,,3,1,2,
53,2,5,4,,1,2,4,,3,3,5,,3,5,4,,5,4,3,,4,1,4,
54,4,2,1,,4,1,4,,2,1,4,,2,5,3,,1,4,4,,3,2,5,
55,2,3,1,,1,2,1,,2,1,2,,2,2,5,,1,3,5,,1,2,3,
56,2,3,2,,1,3,3,,4,2,3,,1,1,3,,2,4,3,,1,2,1,
57,1,5,1,,2,4,4,,5,1,3,,2,4,4,,2,3,2,,3,3,5,
58,5,1,2,,5,5,3,,4,1,5,,2,5,2,,1,2,4,,4,4,1,
59,1,2,5,,1,1,2,,2,2,3,,4,2,4,,1,4,4,,2,3,4,
60,3,1,1,,1,4,4,,2,5,2,,4,5,3,,4,2,1,,5,1,3,
61,4,5,2,,2,3,5,,5,3,1,,3,3,4,,5,2,4,,3,1,1,
62,4,5,1,,4,2,4,,2,5,1,,3,2,1,,4,4,2,,1,2,5,
63,1,1,1,,4,5,2,,3,1,3,,3,5,1,,2,2,1,,1,2,1,
64,3,4,1,,1,4,2,,2,1,1,,1,3,1,,3,3,4,,1,3,3,
65,1,5,5,,1,3,4,,4,3,5,,4,1,4,,1,1,2,,2,2,2,
66,4,2,1,,1,3,2,,4,5,3,,3,4,4,,5,2,2,,1,4,2,
67,1,4,3,,4,3,3,,1,5,2,,4,3,1,,1,3,1,,5,3,2,
68,4,1,1,,2,3,4,,1,4,3,,1,2,1,,3,3,1,,2,4,2,
69,1,1,4,,5,2,1,,2,2,3,,1,3,2,,5,4,2,,3,2,1,
70,5,3,1,,5,2,4,,4,3,1,,4,1,4,,2,2,1,,4,3,5,
71,2,3,2,,2,5,4,,5,1,3,,4,2,3,,3,1,5,,4,2,1,
72,1,5,4,,2,3,5,,5,3,4,,1,1,4,,4,4,2,,4,2,4,
73,3,3,2,,1,5,4,,5,2,2,,1,3,2,,3,1,3,,5,3,2,
74,1,1,3,,2,1,4,,4,5,2,,1,2,3,,4,2,4,,1,5,1,
75,2,4,2,,5,3,4,,5,5,3,,2,1,1,,1,1,2,,1,1,3,
76,1,1,3,,4,1,4,,3,4,5,,1,2,1,,2,1,1,,1,5,1,
77,4,1,1,,2,1,3,,5,4,3,,1,1,1,,1,4,5,,4,2,2,
78,1,4,3,,1,4,4,,1,3,5,,5,4,1,,1,1,1,,5,5,4,
79,4,5,2,,1,1,3,,1,1,4,,5,3,4,,4,3,4,,2,4,1,
80,1,4,1,,3,5,5,,1,2,4,,3,4,4,,5,4,2,,2,1,2,
81,5,5,4,,2,4,1,,5,5,3,,3,1,1,,4,2,2,,4,3,5,
82,4,1,1,,2,1,1,,1,1,1,,5,4,3,,2,4,3,,5,4,1,
83,1,4,4,,2,4,2,,3,2,1,,1,2,5,,1,2,2,,1,1,4,
84,1,2,4,,4,1,2,,3,5,4,,5,5,3,,4,3,5,,2,5,2,
85,3,2,4,,3,1,5,,1,1,1,,4,5,2,,1,3,2,,3,5,2,
86,1,3,3,,4,2,3,,3,5,3,,1,3,3,,5,1,4,,2,2,2,
87,1,2,1,,5,1,2,,3,1,2,,3,1,3,,3,1,1,,1,1,2,
88,4,2,1,,1,1,2,,5,4,4,,3,1,3,,4,3,1,,5,1,3,
89,2,3,2,,3,3,1,,1,2,5,,2,5,3,,5,4,1,,4,2,3,
90,5,2,1,,3,2,4,,5,3,1,,5,1,5,,1,4,1,,3,1,2,
91,2,,4,,3,,1,,3,,3,,5,,5,,1,,5,,1,,1,
92,4,,4,,1,,3,,3,,1,,2,,4,,1,,2,,1,,1,
93,3,,3,,5,,5,,3,,4,,3,,3,,3,,4,,1,,4,
94,1,,1,,5,,3,,1,,5,,1,,4,,2,,5,,3,,1,
95,5,,4,,1,,4,,1,,2,,2,,2,,5,,5,,2,,1,
96,5,,3,,4,,3,,4,,3,,5,,5,,4,,2,,3,,2,
97,2,,5,,4,,3,,5,,2,,1,,5,,5,,4,,1,,1,
98,4,,5,,5,,5,,5,,4,,1,,3,,4,,5,,4,,3,
99,2,,3,,2,,5,,2,,1,,2,,2,,2,,4,,4,,2,
100,4,,4,,4,,1,,2,,2,,3,,1,,3,,3,,5,,3,
101,,,2,,,,3,,,,4,,,,3,,,,1,,,,5,
102,,,5,,,,5,,,,1,,,,5,,,,1,,,,4,
103,,,1,,,,2,,,,3,,,,4,,,,3,,,,5,
104,,,3,,,,3,,,,1,,,,3,,,,5,,,,2,
105,,,4,,,,4,,,,1,,,,2,,,,5,,,,4,
106,,,2,,,,1,,,,2,,,,4,,,,2,,,,4,
107,,,1,,,,3,,,,2,,,,1,,,,1,,,,1,
108,,,3,,,,5,,,,1,,,,2,,,,1,,,,2,
109,,,3,,,,2,,,,4,,,,3,,,,5,,,,4,
110,,,2,,,,3,,,,2,,,,4,,,,3,,,,2,
111,,,3,,,,4,,,,3,,,,3,,,,1,,,,4,
112,,,3,,,,4,,,,4,,,,1,,,,3,,,,4,
113,,,4,,,,3,,,,1,,,,4,,,,4,,,,2,
114,,,2,,,,5,,,,2,,,,4,,,,2,,,,2,
115,,,4,,,,3,,,,5,,,,3,,,,1,,,,2,
116,,,1,,,,1,,,,2,,,,5,,,,2,,,,3,
117,,,2,,,,4,,,,5,,,,2,,,,3,,,,2,
118,,,3,,,,1,,,,3,,,,5,,,,3,,,,3,
119,,,3,,,,2,,,,2,,,,2,,,,5,,,,2,
120,,,1,,,,2,,,,2,,,,1,,,,2,,,,2,
121,,,3,,,,2,,,,1,,,,2,,,,2,,,,2,
122,,,5,,,,2,,,,5,,,,3,,,,4,,,,2,
123,,,3,,,,5,,,,2,,,,2,,,,1,,,,1,
124,,,2,,,,3,,,,2,,,,2,,,,5,,,,3,
125,,,3,,,,2,,,,3,,,,3,,,,3,,,,5,
126,,,1,,,,3,,,,3,,,,3,,,,4,,,,5,
127,,,4,,,,4,,,,3,,,,2,,,,1,,,,3,
128,,,3,,,,5,,,,3,,,,5,,,,2,,,,2,
129,,,5,,,,4,,,,1,,,,1,,,,2,,,,4,
130,,,4,,,,1,,,,1,,,,3,,,,4,,,,4,
131,,,4,,,,1,,,,3,,,,4,,,,2,,,,1,
132,,,2,,,,4,,,,3,,,,1,,,,5,,,,3,
133,,,4,,,,2,,,,4,,,,1,,,,2,,,,1,
134,,,5,,,,4,,,,4,,,,2,,,,5,,,,1,
135,,,4,,,,1,,,,4,,,,1,,,,3,,,,3,
136,,,1,,,,3,,,,1,,,,5,,,,2,,,,4,
137,,,2,,,,5,,,,2,,,,4,,,,1,,,,1,
138,,,4,,,,3,,,,3,,,,4,,,,1,,,,3,
139,,,2,,,,2,,,,1,,,,3,,,,3,,,,4,
140,,,1,,,,4,,,,4,,,,5,,,,2,,,,1,
