,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
1,2,1,5,1,2,2,2,2,4,5,4,2,2,1,2,1,1,5,1,1,4,1,4,1
2,2,2,2,1,4,2,1,2,3,4,4,1,4,1,1,1,4,4,4,2,2,2,5,1
3,4,2,4,1,1,5,4,1,2,2,2,4,1,1,5,1,2,2,4,1,1,1,4,1
4,1,4,4,2,4,2,5,4,1,2,5,2,4,2,4,1,4,2,4,4,2,1,2,2
5,5,4,4,5,5,1,4,2,4,2,4,1,1,2,4,1,1,2,2,1,4,2,5,4
6,2,1,4,5,2,5,4,4,1,1,2,1,2,1,1,1,2,4,5,1,2,2,1,1
7,4,2,2,1,5,4,4,4,4,2,2,1,2,1,2,1,2,2,1,1,2,5,4,1
8,2,2,4,4,5,1,2,4,4,2,4,4,4,5,5,1,5,4,1,2,2,2,2,1
9,4,2,2,5,1,4,4,1,4,1,4,4,2,1,2,1,1,2,4,2,1,4,1,4
10,1,4,5,1,2,4,4,1,2,5,4,2,4,4,1,4,2,4,3,2,4,4,4,1
11,4,2,2,4,2,2,5,5,5,1,5,1,2,2,2,5,5,4,4,2,2,2,4,1
12,4,2,2,1,2,4,4,1,1,5,1,5,2,1,1,4,1,4,4,1,2,4,1,3
13,2,2,2,4,2,2,4,1,4,2,4,4,4,3,2,1,4,2,5,2,1,1,2,1
14,4,1,4,2,1,1,4,1,3,2,1,1,4,4,2,4,2,2,1,1,1,2,2,2
15,2,1,2,1,2,1,1,4,1,4,2,1,4,4,4,4,4,1,4,4,1,1,2,1
16,1,1,4,1,2,2,1,2,5,1,2,1,1,1,4,1,4,2,4,4,4,2,1,2
17,1,5,2,1,1,2,5,1,4,4,4,1,1,5,4,2,1,2,4,5,1,2,4,1
18,1,4,5,4,4,1,4,4,2,4,1,4,1,4,4,4,1,2,2,1,2,1,2,1
19,1,5,2,1,2,2,4,4,2,2,4,1,1,2,1,1,1,2,4,1,2,2,4,1
20,4,1,4,1,2,2,5,1,2,5,2,1,1,2,2,1,2,1,4,1,2,5,4,1
21,4,1,4,,2,5,1,,1,2,2,,1,1,5,,2,2,1,,4,1,4,
22,1,2,1,,1,1,2,,4,4,5,,1,2,2,,2,2,1,,4,1,1,
23,2,1,1,,2,1,2,,1,1,5,,4,2,2,,1,1,4,,2,1,1,
24,2,2,2,,5,2,1,,2,4,1,,5,2,2,,1,2,4,,1,1,4,
25,2,1,2,,4,1,1,,2,2,4,,4,2,2,,1,2,1,,1,1,1,
26,5,2,4,,1,2,2,,4,2,1,,5,1,5,,4,2,1,,1,1,2,
27,4,2,1,,2,4,1,,1,2,4,,1,2,2,,2,1,4,,4,1,1,
28,1,1,1,,4,1,2,,2,2,5,,1,2,4,,5,1,5,,1,1,4,
29,2,1,3,,1,2,4,,4,4,4,,4,1,2,,1,2,2,,2,1,5,
30,2,1,2,,4,1,5,,2,2,1,,1,2,4,,2,2,2,,5,2,4,
31,1,2,5,,5,1,5,,1,2,1,,4,1,1,,2,4,4,,2,1,4,
32,4,2,1,,1,2,1,,5,1,1,,4,2,1,,4,1,1,,4,4,2,
33,2,1,5,,5,1,5,,2,1,1,,2,1,4,,5,4,5,,5,1,1,
34,1,4,4,,2,1,1,,5,1,2,,1,4,4,,1,1,1,,5,2,4,
35,5,2,2,,1,2,4,,2,2,4,,1,2,5,,5,2,4,,1,2,1,
36,4,2,1,,1,1,4,,5,1,2,,4,1,4,,5,4,4,,2,1,5,
37,1,2,4,,1,4,1,,3,4,1,,1,2,4,,2,2,4,,1,4,5,
38,2,2,4,,2,2,1,,3,4,1,,3,2,1,,1,1,2,,1,2,2,
39,4,2,2,,4,4,4,,2,1,4,,1,4,4,,1,1,5,,2,5,1,
40,1,2,1,,5,4,1,,2,1,4,,1,2,4,,4,4,5,,5,2,4,
41,1,2,2,,2,2,5,,1,2,2,,4,2,4,,5,1,2,,1,2,2,
42,4,1,5,,4,1,2,,1,2,1,,1,4,5,,2,2,1,,1,2,1,
43,4,2,5,,1,4,2,,5,2,4,,5,4,2,,1,1,4,,2,4,1,
44,1,4,5,,1,1,5,,2,4,4,,4,1,2,,5,2,2,,2,1,2,
45,1,2,4,,1,4,5,,2,4,5,,1,5,2,,1,2,5,,4,4,2,
46,2,2,4,,4,2,1,,4,2,2,,1,1,2,,1,4,1,,1,1,2,
47,2,2,2,,1,2,2,,2,2,2,,1,2,4,,4,4,4,,5,4,2,
48,1,1,2,,1,1,2,,4,2,5,,4,1,1,,5,5,2,,2,1,4,
49,2,4,2,,1,1,4,,2,1,5,,2,1,4,,2,2,2,,2,1,4,
50,1,1,2,,3,4,2,,2,2,5,,1,2,4,,2,1,4,,2,1,4,
51,2,1,2,,2,1,2,,4,4,4,,1,1,2,,5,2,4,,5,4,1,
52,2,2,1,,1,4,2,,4,4,4,,5,2,5,,1,4,2,,1,1,1,
53,2,1,4,,2,2,2,,2,4,5,,5,2,1,,2,2,1,,2,4,4,
54,4,4,1,,4,2,3,,2,4,2,,2,2,1,,4,1,4,,2,1,1,
55,2,2,2,,1,1,2,,2,1,2,,2,2,1,,1,4,1,,2,4,2,
56,2,2,2,,1,2,4,,4,4,4,,2,1,4,,2,4,4,,2,2,4,
57,1,1,4,,1,1,1,,5,1,1,,2,2,4,,2,2,2,,2,2,4,
58,4,2,2,,2,5,2,,4,4,5,,2,1,2,,1,1,4,,1,4,1,
59,2,2,5,,1,1,2,,2,1,2,,2,4,1,,2,2,4,,1,1,1,
60,1,4,4,,4,1,4,,2,5,1,,2,1,1,,2,4,1,,1,1,1,
61,4,1,4,,2,2,4,,1,1,4,,1,4,4,,1,2,4,,1,2,4,
62,4,4,5,,4,4,4,,1,1,4,,5,2,2,,4,1,4,,4,2,5,
63,2,4,1,,1,5,2,,1,2,4,,2,5,4,,1,4,1,,1,1,1,
64,2,1,1,,1,4,1,,1,4,5,,4,4,2,,1,2,5,,1,4,1,
65,2,4,2,,1,2,4,,4,1,5,,2,1,4,,2,1,2,,2,2,4,
66,1,2,1,,1,5,2,,5,4,4,,2,4,1,,5,2,2,,1,1,5,
67,1,4,1,,4,2,2,,1,5,4,,4,2,5,,1,2,5,,5,2,2,
68,1,1,1,,1,2,5,,1,5,2,,1,2,4,,2,2,1,,2,1,5,
69,1,2,5,,2,4,4,,1,2,2,,1,2,5,,2,4,5,,5,2,1,
70,2,2,4,,5,2,4,,4,5,4,,4,1,1,,4,1,2,,4,4,2,
71,1,4,2,,4,5,4,,2,2,1,,4,4,4,,2,2,4,,1,2,2,
72,2,4,2,,2,1,2,,4,2,4,,1,1,4,,4,1,4,,4,2,2,
73,1,1,4,,1,5,5,,4,5,2,,4,5,2,,1,4,4,,5,1,4,
74,1,1,4,,2,4,2,,1,1,1,,1,2,2,,2,2,4,,1,5,2,
75,4,5,2,,1,2,4,,1,5,5,,4,1,1,,1,1,1,,4,2,5,
76,4,1,2,,1,1,4,,1,4,2,,1,4,1,,4,1,4,,1,5,4,
77,1,1,1,,2,1,5,,1,1,4,,1,2,2,,1,1,5,,2,4,2,
78,2,4,2,,1,1,4,,2,2,2,,4,2,1,,1,1,1,,1,4,4,
79,4,2,2,,1,4,5,,1,2,4,,2,1,2,,4,1,1,,2,1,1,
80,4,1,4,,1,2,2,,2,1,2,,4,2,5,,4,2,1,,1,4,1,
