,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
23,2,2,4,,3,2,4,,3,4,5,,1,5,2,,3,4,3,,1,3,5,
24,2,2,4,,3,2,5,,2,4,4,,5,3,5,,4,3,5,,4,5,4,
25,3,5,3,,4,4,1,,2,4,5,,4,3,2,,5,4,3,,1,1,5,
26,2,3,4,,4,3,2,,1,3,2,,5,1,4,,4,2,3,,1,5,2,
27,1,4,2,,1,4,5,,2,4,1,,5,4,2,,3,1,2,,4,4,1,
28,3,1,2,,2,4,2,,3,4,4,,1,4,4,,2,1,5,,1,4,1,
29,1,4,3,,5,3,4,,5,4,4,,4,4,3,,4,3,3,,2,2,3,
30,3,1,4,,4,3,5,,2,1,4,,3,3,4,,1,2,3,,5,3,4,
31,3,2,3,,5,4,4,,4,3,2,,4,2,1,,5,3,4,,2,2,2,
32,3,2,1,,1,3,1,,4,3,2,,4,1,4,,4,2,5,,3,4,3,
33,2,1,5,,5,1,2,,2,1,2,,4,5,2,,3,4,5,,2,1,2,
34,4,3,3,,3,2,4,,5,2,3,,1,4,3,,2,4,5,,5,3,3,
35,4,2,3,,4,3,4,,2,3,4,,3,2,5,,5,3,2,,3,3,3,
36,3,3,2,,2,4,4,,3,2,5,,4,4,4,,5,3,3,,3,4,2,
37,5,4,2,,3,4,2,,3,5,1,,1,1,4,,2,2,2,,2,5,5,
38,2,2,2,,1,2,5,,3,4,1,,3,5,5,,1,4,3,,3,2,2,
39,5,5,4,,2,5,5,,2,5,5,,4,3,1,,4,5,5,,4,5,1,
40,1,5,1,,3,3,1,,3,1,4,,1,3,3,,4,5,5,,5,2,4,
41,1,4,3,,3,5,4,,3,5,2,,5,2,5,,5,1,1,,4,4,4,
42,4,4,4,,4,4,5,,2,5,1,,2,5,5,,1,5,1,,1,3,5,
43,1,5,5,,1,4,3,,5,3,4,,5,5,2,,5,3,5,,1,5,3,
44,5,4,5,,3,1,5,,3,5,2,,4,4,2,,5,2,2,,2,2,2,
45,1,4,5,,3,4,2,,3,,2,,5,3,2,,1,2,5,,3,5,4,
46,2,2,2,,3,2,2,,2,4,5,,4,4,5,,1,4,2,,2,3,4,
47,2,2,4,,3,4,2,,2,2,4,,4,4,4,,3,4,3,,4,4,5,
48,2,4,4,,3,4,1,,3,4,5,,1,4,5,,2,5,4,,2,4,3,
49,4,5,2,,2,5,2,,3,2,3,,5,5,3,,2,2,5,,3,3,3,
50,1,3,2,,3,3,3,,2,2,2,,5,5,3,,3,1,3,,2,2,4,
51,4,2,2,,5,4,5,,5,4,2,,3,4,3,,5,5,5,,5,4,2,
52,3,2,2,,5,4,2,,5,3,2,,2,2,5,,5,4,2,,1,3,5,
53,2,2,4,,3,4,2,,4,4,5,,5,2,2,,5,5,3,,3,3,4,
54,3,4,1,,4,4,3,,2,5,4,,2,4,3,,3,2,2,,4,2,5,
55,2,2,1,,1,2,1,,1,2,4,,2,3,5,,1,3,5,,2,4,3,
56,2,2,2,,1,5,5,,4,1,2,,2,1,3,,2,5,4,,1,2,3,
57,1,3,3,,2,2,3,,5,5,1,,2,4,4,,2,2,2,,2,3,4,
58,4,2,2,,2,3,2,,4,5,5,,2,3,4,,1,2,3,,3,4,1,
59,3,3,4,,1,3,2,,2,5,3,,5,4,1,,4,3,4,,3,3,4,
60,2,1,4,,4,2,4,,3,5,1,,3,2,4,,2,4,4,,2,1,1,
61,3,1,1,,2,4,4,,2,5,5,,4,4,4,,3,2,4,,1,4,1,
62,5,4,1,,3,5,4,,3,5,2,,5,2,5,,4,2,2,,2,2,5,
63,2,4,2,,4,5,5,,5,2,5,,4,3,2,,2,2,1,,4,1,3,
64,3,2,1,,4,4,2,,5,4,2,,3,4,2,,4,4,5,,1,3,4,
65,1,4,2,,4,5,4,,4,3,1,,3,1,2,,1,1,5,,3,5,4,
66,5,2,1,,5,5,2,,4,4,3,,2,3,4,,5,2,1,,1,3,2,
67,5,1,3,,4,4,1,,1,5,2,,4,4,4,,1,4,5,,2,1,2,
68,2,3,1,,1,5,4,,1,2,3,,1,5,4,,2,5,1,,2,3,4,
69,3,5,5,,3,3,4,,2,2,3,,1,5,5,,5,2,3,,3,4,1,
70,2,3,3,,4,2,4,,4,5,3,,4,3,5,,5,5,2,,5,2,3,
71,2,2,1,,2,5,4,,2,2,4,,4,2,3,,2,3,3,,4,2,2,
72,2,1,4,,2,3,5,,5,3,4,,5,5,4,,4,5,2,,4,2,2,
73,4,2,2,,2,5,4,,4,5,2,,5,5,2,,3,4,5,,4,3,4,
74,1,1,3,,1,2,2,,4,5,2,,1,2,3,,4,2,4,,1,5,3,
75,2,5,3,,2,2,4,,2,1,5,,5,1,5,,1,1,2,,2,4,5,
76,2,2,2,,3,1,4,,1,4,5,,2,3,1,,4,3,3,,1,2,1,
77,4,4,1,,5,1,3,,3,5,4,,2,2,2,,1,5,5,,4,4,4,
78,1,4,3,,5,4,4,,1,1,5,,3,2,2,,2,1,2,,1,4,4,
79,5,5,2,,1,2,3,,1,3,4,,5,3,3,,4,3,2,,2,4,1,
80,5,2,3,,1,2,5,,2,2,2,,3,3,5,,5,4,2,,2,4,5,
81,2,5,2,,1,4,3,,3,1,3,,1,1,1,,3,2,2,,4,1,5,
82,2,1,1,,3,1,4,,1,3,3,,5,4,3,,2,3,3,,2,2,4,
83,2,4,3,,2,3,4,,3,2,3,,5,2,5,,1,2,3,,2,1,4,
84,2,4,1,,3,1,2,,5,4,4,,3,5,3,,4,3,3,,2,1,1,
85,2,3,4,,4,2,5,,1,3,1,,1,2,5,,1,3,1,,2,3,5,
86,2,3,3,,5,5,4,,3,5,4,,5,1,2,,3,4,5,,2,2,2,
87,3,4,5,,3,3,5,,2,3,2,,3,4,3,,3,2,3,,4,4,2,
88,4,4,1,,5,2,2,,3,4,2,,3,2,4,,1,4,4,,2,4,4,
89,4,3,2,,2,1,2,,4,1,5,,2,5,5,,2,4,2,,2,4,4,
90,1,3,1,,3,2,4,,1,3,2,,5,2,5,,4,4,1,,3,4,4,
91,2,,4,,2,,4,,5,,5,,2,,5,,4,,5,,2,,2,
92,3,,4,,5,,4,,2,,3,,2,,3,,2,,3,,4,,1,
93,3,,3,,5,,2,,3,,3,,2,,3,,2,,4,,5,,1,
94,2,,1,,3,,5,,5,,5,,1,,4,,5,,1,,2,,2,
95,5,,4,,5,,2,,5,,3,,3,,5,,2,,5,,4,,2,
96,1,,2,,4,,3,,3,,4,,4,,3,,5,,4,,3,,5,
97,2,,5,,3,,3,,4,,2,,1,,5,,1,,3,,4,,3,
98,4,,5,,3,,3,,5,,5,,2,,2,,4,,1,,5,,3,
99,2,,3,,3,,5,,3,,3,,2,,1,,5,,5,,4,,4,
100,4,,5,,2,,1,,5,,2,,3,,4,,5,,3,,1,,5,
101,,,2,,,,3,,,,4,,,,3,,,,4,,,,2,
102,,,4,,,,5,,,,5,,,,5,,,,1,,,,4,
103,,,1,,,,2,,,,1,,,,5,,,,3,,,,1,
104,,,5,,,,5,,,,1,,,,2,,,,2,,,,5,
105,,,4,,,,5,,,,1,,,,3,,,,5,,,,4,
106,,,2,,,,1,,,,2,,,,4,,,,2,,,,4,
107,,,3,,,,4,,,,4,,,,5,,,,1,,,,1,
108,,,5,,,,3,,,,4,,,,3,,,,5,,,,3,
109,,,4,,,,2,,,,1,,,,1,,,,4,,,,4,
110,,,3,,,,3,,,,2,,,,3,,,,2,,,,2,
111,,,5,,,,4,,,,4,,,,3,,,,4,,,,4,
112,,,4,,,,2,,,,5,,,,1,,,,4,,,,1,
113,,,4,,,,3,,,,1,,,,4,,,,2,,,,4,
114,,,5,,,,3,,,,2,,,,3,,,,2,,,,4,
115,,,4,,,,4,,,,2,,,,2,,,,4,,,,4,
116,,,3,,,,3,,,,1,,,,2,,,,3,,,,3,
117,,,2,,,,2,,,,3,,,,2,,,,4,,,,4,
118,,,4,,,,4,,,,2,,,,5,,,,3,,,,1,
119,,,4,,,,5,,,,2,,,,2,,,,5,,,,2,
120,,,2,,,,4,,,,5,,,,1,,,,2,,,,4,
121,,,5,,,,3,,,,5,,,,5,,,,5,,,,4,
122,,,2,,,,3,,,,2,,,,4,,,,4,,,,4,
123,,,3,,,,3,,,,5,,,,5,,,,2,,,,1,
124,,,1,,,,4,,,,2,,,,2,,,,5,,,,2,
125,,,5,,,,1,,,,5,,,,3,,,,3,,,,1,
126,,,5,,,,3,,,,3,,,,3,,,,3,,,,3,
127,,,4,,,,3,,,,5,,,,2,,,,4,,,,5,
128,,,3,,,,5,,,,3,,,,2,,,,2,,,,2,
129,,,5,,,,4,,,,5,,,,4,,,,2,,,,5,
130,,,4,,,,2,,,,5,,,,1,,,,4,,,,4,
131,,,2,,,,3,,,,1,,,,4,,,,3,,,,1,
132,,,4,,,,5,,,,2,,,,4,,,,2,,,,5,
133,,,4,,,,2,,,,2,,,,1,,,,5,,,,2,
134,,,5,,,,4,,,,5,,,,2,,,,5,,,,4,
135,,,4,,,,3,,,,4,,,,1,,,,4,,,,5,
136,,,5,,,,3,,,,5,,,,2,,,,5,,,,4,
137,,,1,,,,4,,,,2,,,,2,,,,1,,,,2,
138,,,4,,,,5,,,,5,,,,1,,,,2,,,,3,
139,,,5,,,,4,,,,4,,,,5,,,,2,,,,5,
140,,,3,,,,5,,,,5,,,,5,,,,3,,,,1,
