,2019_1,2019_2,2019_3,2019_4,2020_1,2020_2,2020_3,2020_4,2021_1,2021_2,2021_3,2021_4,2022_1,2022_2,2022_3,2022_4,2023_1,2023_2,2023_3,2023_4,2024_1,2024_2,2024_3,2024_4
21,1,2,4,,3,1,3,,1,3,2,,1,3,4,,4,3,4,,5,1,4,
22,2,3,4,,1,5,2,,4,4,1,,5,3,2,,3,3,2,,3,3,2,
23,2,3,1,,3,4,5,,5,1,1,,1,3,4,,2,3,4,,2,4,5,
24,1,5,4,,2,2,5,,2,4,5,,5,3,1,,4,3,2,,2,5,4,
25,4,5,3,,4,,4,,2,3,3,,4,3,1,,1,3,4,,1,1,1,
26,4,3,4,,4,3,2,,1,3,1,,3,3,1,,4,5,1,,4,4,3,
27,1,3,3,,2,4,1,,5,3,1,,5,3,4,,3,,5,,2,2,2,
28,3,,4,,2,,4,,3,1,3,,1,3,4,,3,1,5,,3,1,4,
29,3,,3,,5,3,2,,5,3,4,,4,1,4,,3,3,3,,3,1,5,
30,5,4,2,,4,1,5,,5,2,5,,3,3,4,,4,1,1,,5,3,3,
31,2,1,3,,5,2,5,,4,3,5,,4,1,3,,4,4,1,,2,2,5,
32,3,1,1,,5,3,1,,4,2,4,,3,1,4,,4,1,5,,3,4,3,
33,2,5,5,,5,1,2,,2,1,1,,1,3,3,,1,5,2,,4,5,4,
34,2,2,1,,2,2,5,,5,5,4,,1,3,3,,1,4,4,,5,4,1,
35,5,3,2,,2,4,1,,5,4,4,,1,3,2,,5,5,3,,5,2,4,
36,4,4,2,,5,4,4,,5,5,1,,4,5,2,,5,2,3,,2,4,2,
37,5,2,2,,3,4,2,,3,1,1,,5,1,4,,2,3,2,,4,4,3,
38,5,4,4,,1,2,5,,3,3,1,,1,4,3,,1,2,5,,3,3,3,
39,4,4,1,,3,3,4,,5,4,5,,4,3,4,,5,5,4,,2,5,1,
40,1,1,1,,4,3,1,,3,3,4,,3,3,3,,5,1,5,,5,5,4,
41,1,2,1,,3,3,4,,3,3,4,,3,1,4,,5,2,3,,2,3,3,
42,4,3,4,,2,3,5,,3,3,1,,4,3,5,,1,3,4,,1,1,5,
43,1,5,5,,3,5,5,,2,1,3,,5,5,5,,5,1,4,,3,3,1,
44,4,1,5,,3,3,5,,3,3,3,,3,5,4,,5,1,4,,3,1,2,
45,1,4,2,,3,3,2,,1,3,4,,4,1,4,,3,3,1,,3,1,4,
46,1,5,4,,3,2,2,,2,4,2,,1,4,2,,5,3,1,,4,1,3,
47,2,3,2,,3,5,1,,2,4,4,,4,4,4,,2,4,4,,1,2,3,
48,2,4,3,,5,4,4,,3,2,5,,2,5,1,,2,2,4,,5,1,5,
49,2,1,2,,2,1,4,,3,4,4,,5,5,4,,2,1,5,,3,3,2,
50,1,2,1,,3,3,3,,2,3,2,,5,2,4,,3,1,3,,3,1,4,
51,4,2,2,,3,2,5,,4,4,5,,5,2,3,,4,5,3,,5,3,4,
52,3,1,5,,4,3,1,,5,1,4,,3,4,4,,5,4,5,,3,1,1,
53,2,1,4,,1,3,4,,4,3,5,,3,5,2,,5,4,3,,4,3,4,
54,4,1,3,,4,3,4,,2,1,4,,2,2,4,,4,2,4,,3,2,5,
55,2,3,2,,1,2,1,,2,1,3,,2,5,5,,1,3,5,,5,2,3,
56,2,3,2,,1,5,3,,4,4,3,,1,1,3,,2,4,4,,1,5,1,
57,1,4,1,,2,4,4,,5,3,4,,2,4,4,,2,3,2,,4,3,2,
58,5,4,2,,5,5,3,,4,1,5,,2,5,2,,1,2,3,,4,4,1,
59,3,5,5,,1,1,2,,2,4,3,,2,2,4,,5,4,3,,4,3,4,
60,3,1,1,,5,5,4,,3,5,2,,4,5,3,,4,2,1,,5,5,3,
61,5,3,1,,2,3,5,,5,3,4,,4,2,4,,5,2,4,,3,1,4,
62,5,5,3,,1,2,4,,2,5,1,,5,2,1,,4,4,2,,1,2,5,
63,1,1,1,,4,5,2,,3,4,3,,3,5,1,,2,2,3,,1,2,1,
64,3,4,1,,1,4,5,,2,1,5,,1,4,1,,1,2,4,,1,4,4,
65,1,5,5,,1,3,4,,4,3,5,,3,1,4,,1,2,5,,2,5,2,
66,3,2,1,,5,5,2,,4,4,3,,3,3,4,,5,2,2,,1,4,2,
67,1,4,3,,5,2,3,,1,5,2,,1,3,1,,1,3,1,,5,3,2,
68,4,2,1,,2,3,4,,1,5,3,,1,2,2,,1,3,3,,2,1,2,
69,1,1,4,,5,2,4,,2,2,3,,1,4,2,,5,3,2,,3,4,1,
70,5,3,1,,5,2,4,,4,3,1,,5,1,1,,2,2,4,,3,4,5,
71,2,5,2,,2,5,4,,5,2,4,,4,2,3,,3,3,4,,4,1,2,
72,1,5,5,,2,3,3,,5,3,4,,1,3,4,,4,4,2,,4,4,2,
73,3,3,2,,1,5,4,,5,2,2,,4,5,2,,3,4,3,,5,2,2,
74,1,1,4,,2,1,2,,4,5,2,,1,2,3,,4,2,4,,1,5,1,
75,4,4,2,,5,2,4,,5,4,1,,5,1,1,,1,1,2,,1,1,3,
76,5,2,3,,4,1,4,,5,4,5,,1,5,3,,1,1,1,,1,5,1,
77,4,1,2,,5,1,3,,3,4,3,,1,2,1,,1,4,5,,4,2,3,
78,5,4,3,,1,1,4,,1,3,5,,3,4,1,,1,1,1,,5,5,4,
79,4,5,3,,1,1,3,,1,2,4,,5,3,4,,4,3,4,,2,4,1,
80,1,4,3,,3,5,5,,4,2,4,,3,2,5,,4,4,3,,2,1,5,
81,5,5,1,,3,4,3,,2,5,5,,3,3,1,,2,2,2,,4,3,5,
82,4,1,1,,2,1,1,,1,4,1,,5,4,5,,2,4,3,,3,4,1,
83,5,4,5,,2,4,1,,3,2,1,,1,2,1,,1,2,2,,1,1,4,
84,1,2,1,,4,1,5,,3,5,4,,5,2,3,,4,3,5,,2,5,5,
85,2,2,3,,5,1,1,,1,1,3,,5,5,2,,1,3,2,,3,5,2,
86,1,3,3,,3,1,3,,3,5,1,,5,3,2,,5,1,4,,2,2,2,
87,1,2,3,,5,1,1,,3,4,1,,3,1,3,,3,1,3,,3,1,2,
88,4,1,1,,1,1,2,,5,4,4,,3,1,4,,4,5,5,,5,1,3,
89,2,3,2,,3,1,1,,1,3,5,,2,5,2,,5,5,2,,4,2,1,
90,3,2,1,,3,2,4,,5,2,1,,5,5,1,,1,4,1,,3,4,4,
91,2,,4,,3,,1,,3,,5,,5,,5,,1,,5,,1,,1,
92,4,,1,,1,,3,,3,,1,,2,,3,,4,,2,,1,,1,
93,3,,3,,5,,5,,1,,2,,3,,2,,4,,4,,1,,4,
94,1,,1,,5,,3,,1,,5,,1,,4,,2,,3,,3,,1,
95,3,,4,,5,,4,,1,,2,,2,,4,,5,,5,,2,,5,
96,5,,3,,4,,3,,4,,5,,5,,5,,2,,4,,3,,2,
97,1,,5,,4,,3,,3,,2,,1,,5,,5,,4,,1,,1,
98,4,,1,,5,,5,,5,,2,,3,,3,,4,,5,,4,,5,
99,2,,3,,2,,5,,1,,1,,2,,2,,4,,4,,2,,5,
100,4,,2,,4,,1,,2,,2,,1,,1,,3,,3,,5,,3,
101,,,2,,,,3,,,,4,,,,3,,,,1,,,,2,
102,,,5,,,,5,,,,3,,,,5,,,,1,,,,4,
103,,,5,,,,2,,,,3,,,,4,,,,3,,,,5,
104,,,5,,,,3,,,,1,,,,3,,,,5,,,,3,
105,,,4,,,,4,,,,1,,,,4,,,,1,,,,4,
106,,,1,,,,1,,,,2,,,,4,,,,1,,,,4,
107,,,1,,,,3,,,,3,,,,3,,,,5,,,,1,
108,,,4,,,,5,,,,1,,,,4,,,,1,,,,2,
109,,,3,,,,3,,,,5,,,,3,,,,5,,,,4,
110,,,2,,,,3,,,,2,,,,4,,,,3,,,,2,
111,,,3,,,,4,,,,3,,,,3,,,,1,,,,4,
112,,,3,,,,4,,,,5,,,,1,,,,4,,,,3,
113,,,4,,,,3,,,,1,,,,4,,,,4,,,,4,
114,,,5,,,,5,,,,2,,,,1,,,,3,,,,5,
115,,,4,,,,3,,,,4,,,,5,,,,4,,,,2,
116,,,1,,,,5,,,,2,,,,5,,,,2,,,,3,
117,,,2,,,,4,,,,5,,,,2,,,,2,,,,2,
118,,,2,,,,4,,,,3,,,,5,,,,3,,,,3,
119,,,3,,,,4,,,,2,,,,2,,,,5,,,,2,
120,,,1,,,,1,,,,2,,,,3,,,,2,,,,3,
121,,,3,,,,2,,,,1,,,,1,,,,2,,,,2,
122,,,5,,,,4,,,,1,,,,3,,,,4,,,,2,
123,,,3,,,,5,,,,2,,,,2,,,,2,,,,1,
124,,,2,,,,3,,,,4,,,,2,,,,3,,,,3,
125,,,3,,,,2,,,,1,,,,4,,,,3,,,,5,
126,,,3,,,,3,,,,3,,,,3,,,,4,,,,5,
127,,,4,,,,5,,,,3,,,,3,,,,2,,,,3,
128,,,2,,,,5,,,,3,,,,5,,,,3,,,,2,
129,,,5,,,,4,,,,1,,,,4,,,,2,,,,4,
130,,,4,,,,1,,,,3,,,,1,,,,4,,,,5,
131,,,4,,,,1,,,,3,,,,4,,,,2,,,,1,
132,,,2,,,,4,,,,3,,,,1,,,,5,,,,5,
133,,,2,,,,2,,,,4,,,,1,,,,2,,,,1,
134,,,5,,,,4,,,,4,,,,1,,,,5,,,,1,
135,,,4,,,,1,,,,4,,,,1,,,,3,,,,1,
136,,,1,,,,1,,,,2,,,,5,,,,2,,,,4,
137,,,4,,,,5,,,,4,,,,4,,,,4,,,,3,
138,,,4,,,,3,,,,3,,,,4,,,,1,,,,4,
139,,,2,,,,2,,,,3,,,,3,,,,5,,,,4,
140,,,1,,,,4,,,,1,,,,4,,,,2,,,,1,
